day,time_slot,is_festival,is_holiday,location_type,city_type,nearby_transport,upcoming_festival,crowd_percentage
Sunday,09:00-09:30,No,No,Residential,Tier III,Bus Stand,Yes,0.65679214211336
Saturday,23:00-23:30,Yes,No,Market,Tier I,Bus Stand,Yes,0.17510959677011428
Tuesday,12:00-12:30,Yes,No,Market,Tier II,Airport,No,0.28622562711857713
Sunday,09:00-09:30,Yes,Yes,Market,Tier II,Railway Station,No,0.7892278288787482
Saturday,02:30-03:00,No,No,Commercial,Tier II,Bus Stand,Yes,0.08312823179944062
Wednesday,20:00-20:30,Yes,Yes,Market,Tier I,Bus Stand,Yes,0.09624343999170992
Tuesday,12:30-13:00,Yes,Yes,Commercial,Tier II,None,Yes,0.587900877482077
Wednesday,17:30-18:00,Yes,Yes,Commercial,Tier I,Bus Stand,No,0.42145252438267033
Wednesday,01:00-01:30,Yes,No,Office Area,Tier I,Railway Station,No,0.1335205558674184
Sunday,17:30-18:00,No,Yes,Office Area,Tier III,Railway Station,No,0.8646024482358494
Thursday,03:30-04:00,No,No,Commercial,Tier II,Airport,No,0.9104560435367827
Saturday,01:30-02:00,No,Yes,Commercial,Tier III,Bus Stand,Yes,0.34165719886787105
Thursday,17:30-18:00,Yes,Yes,Residential,Tier II,Airport,Yes,0.29638819083792844
Saturday,00:30-01:00,No,Yes,Office Area,Tier I,Railway Station,No,0.4616966458443883
Saturday,07:00-07:30,No,Yes,Commercial,Tier I,None,Yes,0.5631490087962123
Saturday,16:30-17:00,No,Yes,Residential,Tier I,Bus Stand,Yes,0.7815798140071145
Thursday,18:30-19:00,Yes,No,Market,Tier I,None,No,0.6371850148254548
Thursday,05:30-06:00,No,No,Residential,Tier III,Bus Stand,Yes,0.07834950761751336
Wednesday,07:30-08:00,No,No,Office Area,Tier I,Railway Station,Yes,0.6348983597009444
Friday,00:00-00:30,No,Yes,Residential,Tier I,None,No,0.10094584740115065
Thursday,21:00-21:30,No,Yes,Market,Tier I,None,No,0.5824252736199902
Friday,19:30-20:00,Yes,Yes,Office Area,Tier I,Bus Stand,No,0.13401738025550358
Monday,22:30-23:00,Yes,No,Residential,Tier III,Airport,No,0.41191313183605915
Friday,00:30-01:00,No,Yes,Residential,Tier II,None,No,0.9882080692784576
Monday,02:30-03:00,No,Yes,Commercial,Tier II,Bus Stand,Yes,0.5918228729901109
Monday,10:00-10:30,Yes,No,Office Area,Tier I,Airport,Yes,0.17736784811667028
Thursday,13:00-13:30,No,Yes,Market,Tier I,Airport,Yes,0.42494570245301155
Tuesday,16:30-17:00,No,No,Residential,Tier III,None,No,0.8805006126544694
Saturday,00:30-01:00,Yes,No,Residential,Tier II,None,Yes,0.2729544881554522
Wednesday,23:30-00:00,Yes,No,Office Area,Tier III,Railway Station,Yes,0.012614984587953182
Sunday,09:30-10:00,Yes,Yes,Office Area,Tier I,None,No,0.6905920211633331
Sunday,07:30-08:00,Yes,No,Residential,Tier II,Airport,Yes,0.1865630936421141
Wednesday,15:00-15:30,Yes,Yes,Office Area,Tier I,None,No,0.046875961573909164
Monday,12:00-12:30,No,No,Commercial,Tier III,None,Yes,0.4286984946468688
Thursday,20:30-21:00,Yes,No,Office Area,Tier I,Railway Station,Yes,0.5817253934917865
Tuesday,13:30-14:00,No,No,Office Area,Tier II,None,Yes,0.8966730813595726
Saturday,07:30-08:00,No,No,Office Area,Tier II,Bus Stand,No,0.19430402244352263
Tuesday,11:00-11:30,Yes,No,Residential,Tier I,None,No,0.9302377900638501
Wednesday,18:30-19:00,No,Yes,Commercial,Tier II,Airport,Yes,0.3838552010582147
Monday,10:30-11:00,Yes,No,Commercial,Tier I,Bus Stand,No,0.9482196491709048
Wednesday,16:30-17:00,No,Yes,Market,Tier I,None,Yes,0.5407371848454235
Wednesday,18:30-19:00,Yes,Yes,Office Area,Tier II,None,Yes,0.7599929428584663
Sunday,19:00-19:30,Yes,Yes,Residential,Tier I,None,Yes,0.8727539735914588
Sunday,04:00-04:30,Yes,Yes,Office Area,Tier II,Airport,No,0.1284007489280513
Saturday,00:00-00:30,Yes,Yes,Residential,Tier I,Railway Station,Yes,0.970841859545472
Saturday,11:00-11:30,No,Yes,Commercial,Tier I,Airport,Yes,0.32050451469036323
Saturday,23:30-00:00,Yes,No,Commercial,Tier I,Airport,Yes,0.6456408080637149
Saturday,03:30-04:00,Yes,Yes,Residential,Tier III,None,No,0.9107077132167775
Monday,18:30-19:00,Yes,Yes,Market,Tier II,Airport,Yes,0.1852265484631782
Wednesday,10:00-10:30,Yes,No,Office Area,Tier I,Railway Station,No,0.7025521187393772
Monday,08:00-08:30,No,Yes,Residential,Tier I,None,Yes,0.07570230129851685
Thursday,15:30-16:00,Yes,Yes,Commercial,Tier I,None,Yes,0.5608625092426773
Sunday,09:00-09:30,Yes,Yes,Commercial,Tier I,None,Yes,0.38197139343239805
Friday,07:00-07:30,Yes,Yes,Office Area,Tier I,Airport,No,0.3851085496414386
Sunday,09:30-10:00,No,Yes,Residential,Tier III,Railway Station,No,0.6475311718650201
Sunday,04:30-05:00,Yes,No,Market,Tier I,Railway Station,Yes,0.800554255050784
Wednesday,20:30-21:00,Yes,No,Commercial,Tier I,Airport,No,0.5331789830503543
Wednesday,04:30-05:00,Yes,Yes,Market,Tier III,Airport,No,0.16673251877130546
Friday,08:30-09:00,Yes,Yes,Office Area,Tier III,None,No,0.19523897159799308
Wednesday,08:00-08:30,No,No,Market,Tier II,Airport,Yes,0.17408715821741405
Monday,12:30-13:00,No,Yes,Residential,Tier I,Railway Station,Yes,0.013573562162925157
Tuesday,03:30-04:00,No,No,Residential,Tier I,Railway Station,Yes,0.618279461326505
Sunday,08:30-09:00,No,Yes,Residential,Tier II,Airport,Yes,0.31074384565883784
Sunday,07:00-07:30,Yes,No,Residential,Tier II,Bus Stand,Yes,0.48262073592945687
Thursday,20:30-21:00,Yes,Yes,Market,Tier I,Railway Station,No,0.7962291428485061
Friday,22:00-22:30,Yes,Yes,Residential,Tier II,Airport,Yes,0.44687787776326693
Tuesday,12:00-12:30,No,Yes,Residential,Tier III,None,Yes,0.44731707047985214
Friday,12:00-12:30,Yes,Yes,Residential,Tier I,Bus Stand,Yes,0.7565612987053814
Friday,18:00-18:30,Yes,No,Residential,Tier II,Bus Stand,Yes,0.8314847841660985
Thursday,23:30-00:00,Yes,No,Office Area,Tier I,Airport,No,0.06212402893410063
Sunday,17:00-17:30,Yes,Yes,Residential,Tier II,Railway Station,No,0.06644638483975862
Tuesday,14:00-14:30,No,Yes,Residential,Tier I,Airport,No,0.025698455840375334
Sunday,16:00-16:30,Yes,Yes,Commercial,Tier I,Bus Stand,No,0.6099898877982985
Friday,11:00-11:30,No,Yes,Office Area,Tier II,Airport,Yes,0.8658299554821363
Friday,09:00-09:30,Yes,No,Residential,Tier III,Railway Station,No,0.6135551736148479
Sunday,23:30-00:00,Yes,No,Market,Tier I,Airport,No,0.769449839057343
Wednesday,20:00-20:30,No,Yes,Office Area,Tier II,Airport,Yes,0.6807714001948818
Monday,01:00-01:30,Yes,No,Commercial,Tier I,Bus Stand,No,0.4866739469915957
Monday,15:00-15:30,No,No,Commercial,Tier III,None,Yes,0.05286770112068706
Thursday,05:30-06:00,Yes,No,Residential,Tier III,None,No,0.42943873459392057
Saturday,16:30-17:00,No,No,Office Area,Tier I,None,Yes,0.8194057803540716
Sunday,05:30-06:00,No,Yes,Office Area,Tier III,Airport,Yes,0.20404995444824703
Sunday,13:30-14:00,Yes,No,Commercial,Tier I,None,Yes,0.8188767794004306
Friday,11:30-12:00,Yes,Yes,Market,Tier II,Railway Station,No,0.031157447490501977
Monday,21:00-21:30,Yes,No,Office Area,Tier III,Railway Station,No,0.1420497980384573
Tuesday,22:30-23:00,No,Yes,Office Area,Tier III,Airport,Yes,0.09987172992869708
Wednesday,14:30-15:00,No,No,Residential,Tier III,Railway Station,No,0.6079619975325657
Tuesday,02:00-02:30,No,Yes,Residential,Tier II,Railway Station,Yes,0.11187011721900353
Sunday,16:30-17:00,Yes,Yes,Office Area,Tier II,Railway Station,No,0.21344110706966934
Thursday,11:30-12:00,No,Yes,Market,Tier I,None,No,0.6259284947163677
Saturday,11:30-12:00,Yes,Yes,Residential,Tier I,None,Yes,0.18586086142725045
Saturday,11:00-11:30,Yes,No,Commercial,Tier II,None,No,0.916227319332802
Thursday,14:00-14:30,No,Yes,Market,Tier II,Railway Station,Yes,0.3796991534976666
Monday,08:30-09:00,No,Yes,Market,Tier III,Railway Station,Yes,0.9663336171007447
Sunday,14:30-15:00,No,No,Market,Tier I,None,No,0.003460862967039069
Wednesday,04:00-04:30,Yes,Yes,Market,Tier I,Bus Stand,No,0.8021205045699215
Thursday,20:00-20:30,No,Yes,Commercial,Tier II,Bus Stand,No,0.9408039600837584
Thursday,23:00-23:30,No,Yes,Office Area,Tier I,Bus Stand,Yes,0.48388296581378754
Monday,20:00-20:30,No,Yes,Market,Tier III,Bus Stand,Yes,0.795713427197705
Sunday,05:30-06:00,Yes,Yes,Commercial,Tier II,None,Yes,0.6875378019445882
Saturday,08:00-08:30,Yes,No,Commercial,Tier I,None,Yes,0.5607577867744677
Tuesday,12:30-13:00,Yes,Yes,Residential,Tier II,Railway Station,No,0.857194101217344
Thursday,19:30-20:00,Yes,Yes,Office Area,Tier II,Airport,Yes,0.5185128343731359
Saturday,10:30-11:00,No,Yes,Commercial,Tier II,Bus Stand,No,0.8128007744425488
Sunday,17:30-18:00,Yes,No,Commercial,Tier II,Airport,Yes,0.9978103241249704
Wednesday,09:30-10:00,Yes,Yes,Office Area,Tier III,None,Yes,0.1356980253588348
Saturday,15:30-16:00,No,No,Commercial,Tier III,None,Yes,0.7508040271378251
Thursday,15:30-16:00,No,No,Office Area,Tier II,Bus Stand,Yes,0.12714984384562
Tuesday,20:00-20:30,Yes,No,Market,Tier I,Airport,No,0.8913576185852342
Wednesday,22:00-22:30,No,Yes,Commercial,Tier I,Railway Station,No,0.5639680655512634
Thursday,18:00-18:30,Yes,No,Commercial,Tier III,Airport,No,0.4806911321180797
Wednesday,19:00-19:30,No,Yes,Commercial,Tier II,None,Yes,0.6459649277205024
Wednesday,13:30-14:00,No,No,Residential,Tier II,Bus Stand,Yes,0.5905037460860942
Wednesday,13:30-14:00,No,No,Commercial,Tier I,Airport,No,0.26085832242642115
Thursday,15:30-16:00,Yes,Yes,Residential,Tier II,None,Yes,0.9556912449313484
Tuesday,00:00-00:30,Yes,No,Market,Tier I,None,Yes,0.651733126170948
Friday,12:00-12:30,No,Yes,Office Area,Tier III,Bus Stand,No,0.9954703869462453
Saturday,02:30-03:00,No,No,Market,Tier III,Railway Station,No,0.11443269407728685
Monday,08:00-08:30,Yes,Yes,Market,Tier I,None,No,0.5853024512766571
Friday,00:30-01:00,Yes,No,Residential,Tier I,Airport,No,0.6731624016820783
Thursday,04:30-05:00,Yes,No,Residential,Tier III,Airport,No,0.2797880120587938
Monday,14:30-15:00,No,No,Market,Tier III,None,Yes,0.04039037966317538
Friday,03:30-04:00,No,Yes,Office Area,Tier II,Airport,Yes,0.9091636627099937
Tuesday,15:00-15:30,No,No,Residential,Tier I,None,Yes,0.08365051571129245
Tuesday,07:00-07:30,No,Yes,Market,Tier III,None,No,0.3722381537917073
Tuesday,03:00-03:30,Yes,Yes,Market,Tier III,Airport,No,0.3686438579648722
Tuesday,21:00-21:30,Yes,No,Residential,Tier III,Airport,No,0.19382180693319384
Monday,13:00-13:30,Yes,Yes,Commercial,Tier II,Airport,Yes,0.5056006399305623
Tuesday,05:30-06:00,No,Yes,Office Area,Tier II,Railway Station,No,0.3080247148253541
Tuesday,19:30-20:00,No,No,Market,Tier II,Railway Station,Yes,0.6900505518310629
Thursday,06:00-06:30,No,Yes,Residential,Tier I,Bus Stand,No,0.9658296488643597
Monday,05:00-05:30,Yes,Yes,Commercial,Tier I,None,No,0.9220327241482131
Friday,11:30-12:00,No,No,Market,Tier III,Railway Station,No,0.002834798500855218
Thursday,19:30-20:00,No,No,Market,Tier III,None,No,0.15861374387246563
Tuesday,09:00-09:30,Yes,No,Commercial,Tier III,Railway Station,Yes,0.5673955423765514
Wednesday,16:30-17:00,Yes,Yes,Commercial,Tier II,Railway Station,Yes,0.34150846078979713
Thursday,21:00-21:30,Yes,Yes,Residential,Tier II,Railway Station,No,0.710283433479118
Friday,05:30-06:00,No,Yes,Commercial,Tier II,Bus Stand,Yes,0.7164481175417955
Wednesday,16:30-17:00,Yes,No,Commercial,Tier I,None,No,0.8810365150250905
Thursday,18:30-19:00,No,Yes,Residential,Tier II,Airport,Yes,0.8967300478867827
Sunday,05:00-05:30,No,No,Market,Tier II,Bus Stand,Yes,0.44149953858319746
Tuesday,00:30-01:00,No,No,Market,Tier II,Railway Station,No,0.6047020963286849
Wednesday,02:30-03:00,No,No,Commercial,Tier II,Airport,No,0.30282555916364795
Saturday,07:30-08:00,Yes,Yes,Residential,Tier III,Railway Station,No,0.44264365517452187
Tuesday,10:30-11:00,Yes,Yes,Commercial,Tier III,Airport,No,0.43345859538656095
Saturday,22:30-23:00,Yes,Yes,Commercial,Tier I,Bus Stand,Yes,0.15550585837584396
Thursday,17:00-17:30,No,No,Residential,Tier II,Bus Stand,Yes,0.39952309468142566
Saturday,05:00-05:30,No,No,Residential,Tier I,None,No,0.6076813138852931
Thursday,09:00-09:30,No,Yes,Office Area,Tier II,Airport,Yes,0.45327053502107406
Thursday,14:30-15:00,Yes,Yes,Office Area,Tier I,Bus Stand,Yes,0.46955182342331403
Monday,21:00-21:30,No,Yes,Market,Tier II,Bus Stand,Yes,0.8362392817113801
Tuesday,00:00-00:30,No,No,Commercial,Tier I,None,Yes,0.3297886018916599
Thursday,10:30-11:00,No,Yes,Office Area,Tier III,Bus Stand,Yes,0.7549864400030988
Thursday,00:00-00:30,Yes,No,Commercial,Tier II,None,No,0.010322704099617108
Tuesday,03:30-04:00,Yes,Yes,Commercial,Tier II,Bus Stand,Yes,0.8603701601517538
Tuesday,10:30-11:00,No,Yes,Commercial,Tier III,Bus Stand,Yes,0.3665602425568303
Friday,18:30-19:00,Yes,Yes,Office Area,Tier II,None,Yes,0.8055855468912411
Sunday,00:30-01:00,No,Yes,Commercial,Tier III,Railway Station,No,0.8282148567852731
Wednesday,09:30-10:00,Yes,No,Market,Tier III,Airport,No,0.22417960901809886
Friday,01:30-02:00,Yes,Yes,Office Area,Tier I,Bus Stand,Yes,0.09853728851883825
Wednesday,03:00-03:30,No,No,Market,Tier III,None,No,0.5726342980086282
Thursday,09:00-09:30,No,Yes,Office Area,Tier II,Bus Stand,Yes,0.5414460600711088
Sunday,20:30-21:00,No,No,Residential,Tier III,Railway Station,No,0.10345943076304287
Tuesday,19:30-20:00,Yes,No,Commercial,Tier III,Airport,No,0.5274441786742214
Monday,01:00-01:30,No,No,Office Area,Tier I,Airport,No,0.3102549176236895
Friday,07:00-07:30,No,Yes,Residential,Tier II,Railway Station,Yes,0.8910993397936415
Tuesday,06:30-07:00,No,No,Office Area,Tier II,Airport,Yes,0.8566536913687881
Sunday,17:00-17:30,Yes,Yes,Commercial,Tier III,Railway Station,No,0.938550884173533
Thursday,11:00-11:30,Yes,No,Residential,Tier II,Railway Station,Yes,0.741125027309195
Monday,13:00-13:30,Yes,Yes,Market,Tier I,Bus Stand,Yes,0.6692645317542777
Monday,08:00-08:30,No,Yes,Residential,Tier I,None,No,0.041796306497807634
Sunday,15:30-16:00,No,Yes,Market,Tier I,Bus Stand,No,0.03040323172758197
Monday,18:30-19:00,No,Yes,Commercial,Tier III,Bus Stand,Yes,0.8480612010795022
Saturday,17:00-17:30,Yes,Yes,Market,Tier I,Bus Stand,Yes,0.9704032611354643
Monday,16:00-16:30,Yes,No,Office Area,Tier III,None,Yes,0.29844298526798574
Tuesday,13:30-14:00,No,No,Commercial,Tier I,None,Yes,0.1250846451156109
Wednesday,07:30-08:00,No,No,Office Area,Tier I,Railway Station,No,0.9817169855826678
Sunday,18:00-18:30,Yes,No,Market,Tier III,Railway Station,No,0.6735910594941085
Friday,14:30-15:00,Yes,No,Commercial,Tier II,None,Yes,0.1364652863378314
Thursday,17:30-18:00,Yes,Yes,Commercial,Tier I,Airport,Yes,0.3148414415446412
Friday,17:00-17:30,Yes,No,Office Area,Tier II,None,Yes,0.6996413017809011
Saturday,15:30-16:00,Yes,Yes,Office Area,Tier II,Railway Station,Yes,0.6955303783502613
Saturday,18:00-18:30,Yes,No,Commercial,Tier II,Airport,Yes,0.14378015107765763
Monday,09:30-10:00,No,Yes,Office Area,Tier III,Bus Stand,No,0.36584491958472254
Wednesday,17:00-17:30,Yes,No,Office Area,Tier I,None,No,0.8784335311611805
Monday,23:00-23:30,No,Yes,Residential,Tier I,Railway Station,Yes,0.7889337704303092
Monday,15:30-16:00,No,Yes,Market,Tier I,Bus Stand,No,0.3684569312601178
Monday,19:00-19:30,Yes,No,Commercial,Tier I,None,No,0.7640827544758502
Friday,22:00-22:30,No,No,Residential,Tier II,Airport,No,0.43021141080173897
Sunday,23:00-23:30,No,No,Residential,Tier I,None,Yes,0.72660622437926
Saturday,13:30-14:00,No,No,Market,Tier I,None,No,0.8116472782407805
Wednesday,20:00-20:30,Yes,No,Office Area,Tier I,Airport,Yes,0.7953219197064729
Friday,11:00-11:30,No,Yes,Market,Tier III,Airport,Yes,0.6518957523801134
Friday,04:00-04:30,Yes,Yes,Market,Tier II,Airport,Yes,0.6696087368608374
Saturday,17:30-18:00,No,Yes,Commercial,Tier III,Railway Station,Yes,0.5070633788097639
Friday,11:30-12:00,No,Yes,Residential,Tier III,Airport,No,0.7373546223200669
Saturday,19:00-19:30,No,No,Commercial,Tier III,Bus Stand,No,0.3247844321786558
Friday,21:00-21:30,Yes,Yes,Market,Tier II,Bus Stand,Yes,0.8284831211593566
Wednesday,00:00-00:30,No,No,Market,Tier I,Railway Station,No,0.27690366761788976
Sunday,00:00-00:30,Yes,No,Market,Tier II,Railway Station,No,0.9545656260084937
Sunday,23:30-00:00,Yes,No,Office Area,Tier I,Airport,No,0.5652845903179866
Monday,02:30-03:00,No,Yes,Residential,Tier I,Bus Stand,Yes,0.2833634304706433
Sunday,23:30-00:00,No,Yes,Commercial,Tier II,Bus Stand,No,0.95630614343641
Thursday,18:30-19:00,Yes,No,Market,Tier I,Bus Stand,No,0.42684262418895935
Wednesday,02:00-02:30,No,No,Residential,Tier I,Bus Stand,Yes,0.5024927871746286
Thursday,03:00-03:30,No,Yes,Office Area,Tier III,Airport,Yes,0.9482783585599919
Monday,11:30-12:00,Yes,No,Residential,Tier II,Bus Stand,Yes,0.9737810654368869
Friday,11:30-12:00,Yes,Yes,Residential,Tier III,Railway Station,No,0.8870625453108116
Tuesday,10:00-10:30,No,Yes,Office Area,Tier II,Airport,Yes,0.6665700231292149
Monday,12:30-13:00,No,No,Market,Tier III,None,Yes,0.8725698036911005
Sunday,08:00-08:30,Yes,Yes,Commercial,Tier III,None,Yes,0.5753779953377609
Friday,07:30-08:00,No,No,Commercial,Tier I,Bus Stand,Yes,0.5442969141069154
Tuesday,13:00-13:30,No,Yes,Residential,Tier II,None,No,0.3405506530572996
Friday,00:30-01:00,No,Yes,Commercial,Tier I,Bus Stand,No,0.731029762593935
Saturday,05:30-06:00,No,No,Market,Tier I,Airport,No,0.23763263419925518
Tuesday,12:30-13:00,Yes,No,Residential,Tier II,None,No,0.07304636614547988
Tuesday,13:00-13:30,No,No,Residential,Tier I,Airport,No,0.46359135809499497
Friday,13:00-13:30,Yes,Yes,Commercial,Tier I,Railway Station,No,0.17426472534135728
Thursday,16:00-16:30,No,No,Office Area,Tier III,Railway Station,No,0.9191574700831416
Saturday,16:30-17:00,No,Yes,Office Area,Tier II,Railway Station,No,0.928942146421784
Saturday,03:30-04:00,Yes,No,Office Area,Tier III,Bus Stand,No,0.7258502809269104
Thursday,21:00-21:30,Yes,No,Residential,Tier III,None,Yes,0.563389523260901
Monday,06:00-06:30,No,No,Residential,Tier I,Railway Station,Yes,0.15509248894954608
Sunday,11:30-12:00,No,No,Residential,Tier I,Airport,No,0.15130547413276163
Sunday,11:30-12:00,Yes,Yes,Market,Tier III,None,Yes,0.9645680948508675
Saturday,04:00-04:30,No,No,Commercial,Tier I,None,No,0.7782942122365206
Saturday,02:00-02:30,No,No,Commercial,Tier III,None,No,0.08674296282842497
Sunday,15:30-16:00,No,Yes,Residential,Tier I,Airport,Yes,0.7937653511086117
Monday,17:00-17:30,No,Yes,Commercial,Tier I,Airport,No,0.2878269204812617
Thursday,05:00-05:30,Yes,No,Commercial,Tier III,Airport,No,0.5163820597882353
Thursday,19:30-20:00,No,No,Office Area,Tier I,Railway Station,Yes,0.126649811490533
Tuesday,03:30-04:00,Yes,Yes,Market,Tier I,Bus Stand,No,0.7621073277356414
Sunday,06:00-06:30,Yes,Yes,Office Area,Tier I,Railway Station,No,0.7830121538070938
Sunday,12:30-13:00,No,No,Residential,Tier II,Airport,Yes,0.6109847807938581
Monday,13:30-14:00,Yes,No,Commercial,Tier I,Airport,Yes,0.6110512945158477
Sunday,01:30-02:00,Yes,No,Residential,Tier I,Railway Station,No,0.7552748799007153
Monday,02:00-02:30,Yes,No,Residential,Tier II,Bus Stand,Yes,0.4171510405046238
Monday,20:00-20:30,Yes,No,Commercial,Tier III,Bus Stand,Yes,0.008970388496592707
Thursday,11:30-12:00,No,Yes,Market,Tier I,None,Yes,0.8424755829571459
Wednesday,09:30-10:00,Yes,Yes,Market,Tier II,Bus Stand,Yes,0.1611516053913482
Sunday,01:30-02:00,Yes,No,Commercial,Tier II,Bus Stand,Yes,0.6127761105397321
Thursday,14:30-15:00,No,No,Residential,Tier II,Bus Stand,No,0.3249979170565699
Monday,13:30-14:00,No,No,Residential,Tier I,Bus Stand,Yes,0.3815882335332563
Friday,19:30-20:00,No,Yes,Market,Tier III,None,Yes,0.6563555612437668
Saturday,02:00-02:30,No,Yes,Residential,Tier II,None,Yes,0.52870940659047
Saturday,18:00-18:30,No,No,Market,Tier II,None,Yes,0.9888099220507017
Monday,00:30-01:00,Yes,No,Commercial,Tier III,Airport,Yes,0.1323756514323935
Monday,15:00-15:30,No,No,Commercial,Tier III,None,Yes,0.9678481726343083
Sunday,09:30-10:00,No,Yes,Market,Tier II,Bus Stand,Yes,0.3498973865732363
Monday,07:00-07:30,Yes,Yes,Commercial,Tier III,Airport,No,0.4888361977007495
Monday,10:00-10:30,Yes,Yes,Residential,Tier III,Airport,No,0.21430754747714897
Monday,16:30-17:00,Yes,No,Commercial,Tier I,Bus Stand,No,0.7037995739063161
Thursday,21:00-21:30,Yes,Yes,Office Area,Tier III,Bus Stand,No,0.996490792951424
Wednesday,17:30-18:00,No,No,Residential,Tier III,Airport,No,0.6057180506918299
Sunday,22:30-23:00,Yes,Yes,Residential,Tier I,Bus Stand,Yes,0.907827305007347
Sunday,13:30-14:00,No,Yes,Commercial,Tier I,Railway Station,No,0.9225087921363573
Friday,03:00-03:30,No,No,Office Area,Tier III,None,Yes,0.9955555793693233
Tuesday,10:30-11:00,No,Yes,Office Area,Tier II,None,No,0.3977007333266571
Thursday,03:00-03:30,Yes,No,Residential,Tier I,Bus Stand,Yes,0.6463912833108586
Monday,11:30-12:00,No,Yes,Market,Tier III,Railway Station,Yes,0.7566442990117247
Monday,13:00-13:30,Yes,No,Residential,Tier II,Airport,No,0.8437572798974714
Tuesday,08:30-09:00,No,No,Office Area,Tier I,Railway Station,Yes,0.8431134261038363
Saturday,19:00-19:30,Yes,Yes,Commercial,Tier II,None,Yes,0.5887178076183835
Saturday,11:30-12:00,Yes,Yes,Office Area,Tier I,Airport,Yes,0.6215307014663354
Thursday,13:30-14:00,Yes,No,Office Area,Tier III,Airport,No,0.18273512074023568
Monday,14:00-14:30,No,Yes,Residential,Tier I,Railway Station,Yes,0.04625959881114072
Tuesday,21:00-21:30,Yes,No,Residential,Tier III,Bus Stand,Yes,0.10427266849735128
